SEQ|Species|Sources|Tree|Treeish_batch|Treeish_justification|SID|WCVP|WCVP_match|TRY_Species|WFO_Accepted|WFO_Unchecked|WFO_Synonym|WFO_none
14905|Buddleja tucumanensis|4|NO||""|wfo-0000574287|wcvp-2685649|IPNI|1|1|0|0|0
14906|Buddleja utahensis|1|NO||""|wfo-0000574295|wcvp-2685656|WCVP|2|1|0|0|0
14907|Buddleja weyeriana|1|NO||""|wfo-0000574318|wcvp-2685677|WCVP|0|0|1|0|0
14908|Buddleja yunnanensis|1|NO||""|wfo-0000574324|wcvp-2685682|IPNI|2|1|0|0|0
14909|Bufonia macropetala|2|NO||""|wfo-0000574364|wcvp-2685726|WCVP|0|1|0|0|0
14910|Bufonia paniculata|2|NO||""|wfo-0000574377|wcvp-2685738|IPNI|2|1|0|0|0
14911|Buglossoides arvensis|9|NO||""|wfo-0000574420|wcvp-2685783|IPNI|14|1|0|0|0
14912|Buglossoides incrassata|1|NO||""|wfo-0000574438|wcvp-2685800|IPNI|3|1|0|0|0
14913|Buglossoides tenuiflora|2|NO||""|wfo-0000574446|wcvp-2685808|IPNI|4|1|0|0|0
14914|Bulbine abyssinica|3|NO||""|wfo-0000762276|wcvp-301250|IPNI|4|1|0|0|0
14915|Bulbine alooides|1|NO||""|wfo-0000762279|wcvp-301253|IPNI|2|1|0|0|0
14916|Bulbine angustifolia|2|NO||""|wfo-0000762281|wcvp-301255|IPNI|2|1|0|0|0
14917|Bulbine annua|1|NO||""|wfo-0000762282|wcvp-301256|IPNI|3|1|0|0|0
14918|Bulbine asphodeloides|3|NO||""|wfo-0000762284|wcvp-301258|IPNI|2|2|0|0|0
14919|Bulbine bulbosa|4|NO||""|wfo-0000762298|wcvp-301270|IPNI|3|1|0|0|0
14920|Bulbine capitata|3|NO||""|wfo-0000762302|wcvp-301274|IPNI|2|1|0|0|0
14921|Bulbine flexicaulis|1|NO||""|wfo-0000762334|wcvp-301303|IPNI|1|1|0|0|0
14922|Bulbine frutescens|2|NO||""|wfo-0000762342|wcvp-301310|WCVP|3|1|0|0|0
14923|Bulbine glauca|1|NO||""|wfo-0000762345|wcvp-301313|IPNI|3|1|0|0|0
14924|Bulbine latifolia|2|NO||""|wfo-0000762361|wcvp-301328|IPNI|4|1|0|0|0
14925|Bulbine narcissifolia|2|NO||""|wfo-0000762386|wcvp-301351|IPNI|3|1|0|0|0
14926|Bulbine semibarbata|2|NO||""|wfo-0000762414|wcvp-301377|WCVP|5|1|0|0|0
14927|Bulbinella hookeri|3|NO||""|wfo-0000762476|wcvp-301434|IPNI|2|1|0|0|0
14928|Bulbophyllum affine|1|NO||""|wfo-0000451989|wcvp-25082|WCVP|1|1|0|0|0
14929|Bulbophyllum ambrosia|1|NO||""|wfo-0000454146|wcvp-25128|IPNI|1|1|0|0|0
14930|Bulbophyllum andersonii|1|NO||""|wfo-0000454996|wcvp-25142|IPNI|1|1|1|0|0
14931|Bulbophyllum auratum|1|NO||""|wfo-0000459590|wcvp-25216|IPNI|1|1|0|1|0
14932|Bulbophyllum betchei|1|NO||""|wfo-0000462638|wcvp-25260|IPNI|1|1|0|0|0
14933|Bulbophyllum careyanum|2|NO||""|wfo-0000469964|wcvp-25401|IPNI|1|1|0|0|0
14934|Bulbophyllum cariniflorum|1|NO||""|wfo-0000470085|wcvp-25408|IPNI|1|1|0|0|0
14935|Bulbophyllum clandestinum|1|NO||""|wfo-0000474663|wcvp-25489|IPNI|1|1|0|0|0
14936|Bulbophyllum cylindraceum|1|NO||""|wfo-0000482777|wcvp-25638|IPNI|1|1|0|0|0
14937|Bulbophyllum disciflorum|1|NO||""|wfo-0000487843|wcvp-25716|IPNI|1|1|0|0|0
14938|Bulbophyllum fischeri|1|NO||""|wfo-0000496880|wcvp-25882|IPNI|1|1|0|0|0
14939|Bulbophyllum gracillimum|1|NO||""|wfo-0000505398|wcvp-26019|IPNI|1|1|0|1|0
14940|Bulbophyllum hatusimanum|1|NO||""|wfo-0000508712|wcvp-26066|IPNI|1|1|0|0|0
14941|Bulbophyllum inconspicuum|4|NO||""|wfo-0000515040|wcvp-26164|IPNI|1|1|0|0|0
14942|Bulbophyllum kwangtungense|1|NO||""|wfo-0000525354|wcvp-26279|IPNI|1|1|0|0|0
14943|Bulbophyllum lasiochilum|1|NO||""|wfo-0000527635|wcvp-26303|IPNI|1|1|0|0|0
14944|Bulbophyllum laxiflorum|1|NO||""|wfo-0000528694|wcvp-26313|IPNI|1|1|0|0|0
14945|Bulbophyllum leopardinum|3|NO||""|wfo-0000530769|wcvp-26334|IPNI|2|1|0|1|0
14946|Bulbophyllum lepidum|1|NO||""|wfo-0000531260|wcvp-26340|IPNI|1|1|0|0|0
14947|Bulbophyllum leptoleucum|1|NO||""|wfo-0000531977|wcvp-26349|IPNI|1|1|0|0|0
14948|Bulbophyllum lobbii|2|NO||""|wfo-0000537592|wcvp-26406|IPNI|1|1|0|0|0
14949|Bulbophyllum lopalanthum|1|NO||""|wfo-0001339882|wcvp-489294|IPNI|1|1|0|0|0
14950|Bulbophyllum macranthum|1|NO||""|wfo-0000544586|wcvp-26482|IPNI|1|1|1|0|0
14951|Bulbophyllum makoyanum|1|NO||""|wfo-0000547120|wcvp-26506|IPNI|1|1|0|0|0
14952|Bulbophyllum maximum|2|NO||""|wfo-0000551120|wcvp-26546|IPNI|2|1|0|1|0
14953|Bulbophyllum medusae|1|NO||""|wfo-0000551781|wcvp-26552|IPNI|1|1|0|0|0
14954|Bulbophyllum membranaceum|1|NO||""|wfo-0000552946|wcvp-26570|IPNI|1|1|0|0|0
14955|Bulbophyllum micronesiacum|1|NO||""|wfo-0000553676|wcvp-26598|IPNI|1|1|0|0|0
14956|Bulbophyllum mutabile|1|NO||""|wfo-0000558894|wcvp-26683|IPNI|1|1|0|0|0
14957|Bulbophyllum nasutum|1|NO||""|wfo-0000561143|wcvp-26708|IPNI|1|1|0|0|0
14958|Bulbophyllum nutans|1|NO||""|wfo-0000565174|wcvp-26758|IPNI|1|1|0|1|0
14959|Bulbophyllum odoratissimum|1|NO||""|wfo-0000568969|wcvp-26797|IPNI|1|1|0|1|0
14960|Bulbophyllum pectinatum|1|NO||""|wfo-0000580588|wcvp-26927|IPNI|1|1|0|0|0
14961|Bulbophyllum pinelianum|1|NO||""|wfo-0001429116|wcvp-523840|IPNI|3|1|0|0|0
14962|Bulbophyllum pumilum|1|NO||""|wfo-0000593672|wcvp-27084|WCVP|1|1|0|0|0
14963|Bulbophyllum purpurascens|1|NO||""|wfo-0000594592|wcvp-27094|IPNI|1|1|0|1|0
14964|Bulbophyllum reptans|1|NO||""|wfo-0000600753|wcvp-27168|WCVP|1|1|1|0|0
14965|Bulbophyllum rufinum|1|NO||""|wfo-0000608203|wcvp-27243|IPNI|1|1|0|0|0
14966|Bulbophyllum scabratum|1|NO||""|wfo-0000613899|wcvp-27300|IPNI|4|1|0|0|0
14967|Bulbophyllum sterile|1|NO||""|wfo-0000626632|wcvp-27439|IPNI|1|1|0|0|0
14968|Bulbophyllum umbellatum|1|NO||""|wfo-0000643701|wcvp-27644|IPNI|1|1|0|1|0
14969|Bulbophyllum vaginatum|2|NO||""|wfo-0000647111|wcvp-27678|IPNI|2|1|0|0|0
14970|Bulbostylis abortiva|1|NO||""|wfo-0000342060|wcvp-222266|IPNI|3|1|0|0|0
14971|Bulbostylis angolensis|1|NO||""|wfo-1000020736|wcvp-536350|IPNI|2|1|0|0|0
14972|Bulbostylis barbata|6|NO||""|wfo-0000342079|wcvp-222283|IPNI|5|1|1|0|0
14973|Bulbostylis capillaris|3|NO||""|wfo-0000342104|wcvp-222305|IPNI|9|1|0|0|0
14974|Bulbostylis ciliatifolia|1|NO||""|wfo-0000342122|wcvp-222323|IPNI|3|1|0|0|0
14975|Bulbostylis contexta|2|NO||""|wfo-0000342144|wcvp-222343|IPNI|2|1|0|0|0
14976|Bulbostylis curassavica|1|NO||""|wfo-0000342148|wcvp-222347|WCVP|3|1|0|0|0
14977|Bulbostylis densa|1|NO||""|wfo-0000342153|wcvp-222351|IPNI|2|1|0|0|0
14978|Bulbostylis filamentosa|1|NO||""|wfo-0000342177|wcvp-222374|IPNI|3|1|0|0|0
14979|Bulbostylis funckii|1|NO||""|wfo-0000342190|wcvp-222386|IPNI|3|1|0|0|0
14980|Bulbostylis hispidula|4|NO||""|wfo-0000342209|wcvp-222403|IPNI|4|1|0|0|0
14981|Bulbostylis humilis|2|NO||""|wfo-0000342220|wcvp-222414|IPNI|5|1|1|0|0
14982|Bulbostylis junciformis|3|NO||""|wfo-0000342227|wcvp-222420|IPNI|6|1|0|1|0
14983|Bulbostylis juncoides|1|NO||""|wfo-0000342228|wcvp-222421|IPNI|14|1|0|1|0
14984|Bulbostylis lanata|1|NO||""|wfo-0000342241|wcvp-222433|IPNI|2|1|0|2|0
14985|Bulbostylis laniceps|1|NO||""|wfo-0000342243|wcvp-222435|WCVP|1|2|0|0|0
14986|Bulbostylis pauciflora|1|NO||""|wfo-0000342293|wcvp-222482|WCVP|5|1|0|1|0
14987|Bulbostylis pilosa|1|NO||""|wfo-0000342295|wcvp-222484|IPNI|1|1|0|0|0
14988|Bulbostylis puberula|1|NO||""|wfo-0001253432|wcvp-461052|WCVP|1|1|0|1|0
14989|Bulbostylis schaffneri|1|NO||""|wfo-0000342328|wcvp-222514|IPNI|1|1|0|0|0
14990|Bulbostylis stenocarpa|1|NO||""|wfo-0000342358|wcvp-222542|IPNI|3|1|0|0|0
14991|Bulbostylis stenophylla|1|NO||""|wfo-0000342359|wcvp-222543|IPNI|3|1|0|0|0
14992|Bulbostylis subaphylla|1|NO||""|wfo-0000342363|wcvp-222547|IPNI|4|1|0|0|0
14993|Bulbostylis vestita|1|NO||""|wfo-0000342404|wcvp-222587|IPNI|4|1|0|0|0
14994|Bulbostylis warei|1|NO||""|wfo-0000342408|wcvp-222591|IPNI|5|1|0|0|0
14995|Bullockia dyscritos|1|YES|1|TreeGOER|wfo-0000911873|wcvp-456754|IPNI|0|1|0|0|0
14996|Bullockia impressinervia|1|YES|1|TreeGOER|wfo-0000911875|wcvp-456756|IPNI|1|1|0|0|0
14997|Bullockia mombazensis|2|YES|1|TreeGOER|wfo-0000911876|wcvp-456757|IPNI|2|1|0|0|0
14998|Bullockia pseudosetiflora|2|NO||""|wfo-0000911877|wcvp-456758|IPNI|1|1|0|0|0
14999|Bullockia setiflora|3|YES|1|TreeGOER+|wfo-0000911878|wcvp-456759|IPNI|2|1|0|0|0
15000|Bulnesia chilensis|1|NO||""|wfo-0000574540|wcvp-2685907|IPNI|3|1|0|0|0
15001|Bulnesia foliosa|1|NO||""|wfo-0000574541|wcvp-2685908|IPNI|1|1|0|0|0
15002|Bulnesia retamo|6|YES|1|TreeGOER|wfo-0000574545|wcvp-2685911|IPNI|4|1|0|0|0
15003|Bulnesia schickendantzii|1|NO||""|wfo-0001146312|wcvp-2685915|WCVP|1|1|0|0|0
15004|Bumelia sebolana|1|NO||""|wfo-0000678143|wcvp-27995|IPNI|0|0|1|0|0
15005|Bunchosia angustifolia|3|YES|1|TreeGOER|wfo-0000574555|wcvp-2685923|WCVP|1|1|0|0|0
15006|Bunchosia anomala|2|YES|1|TreeGOER|wfo-0000574557|wcvp-2685925|IPNI|1|1|0|0|0
15007|Bunchosia apiculata|1|YES|1|TreeGOER|wfo-0000574558|wcvp-2685926|IPNI|1|1|0|0|0
15008|Bunchosia argentea|5|YES|1|TreeGOER|wfo-0000574559|wcvp-2685927|IPNI|3|1|0|0|0
15009|Bunchosia armeniaca|9|YES|1|TreeGOER|wfo-0000574560|wcvp-2685928|IPNI|2|1|0|0|0
15010|Bunchosia articulata|1|YES|1|TreeGOER|wfo-0000574563|wcvp-2685931|IPNI|1|1|0|0|0
15011|Bunchosia berlinii|1|YES|1|TreeGOER|wfo-0000574564|wcvp-2685932|IPNI|1|1|0|0|0
15012|Bunchosia biocellata|4|YES|1|TreeGOER|wfo-0000574566|wcvp-2685934|IPNI|2|1|0|0|0
15013|Bunchosia bonplandiana|1|NO||""|wfo-0000574570|wcvp-2685938|WCVP|1|1|0|0|0
15014|Bunchosia canescens|1|YES|1|TreeGOER|wfo-0000574575|wcvp-2685942|IPNI|1|1|0|0|0
15015|Bunchosia cauliflora|2|YES|1|TreeGOER|wfo-0000574577|wcvp-2685944|WCVP|1|1|0|0|0
15016|Bunchosia cestrifolia|1|YES|1|TreeGOER|wfo-0000574578|wcvp-2685945|IPNI|1|1|0|0|0
15017|Bunchosia costaricensis|3|YES|1|TreeGOER|wfo-0000574581|wcvp-2685948|IPNI|1|1|0|0|0
15018|Bunchosia decussiflora|1|YES|1|TreeGOER|wfo-0000574584|wcvp-2685950|IPNI|1|1|0|0|0
15019|Bunchosia deflexa|2|YES|1|TreeGOER|wfo-0000574585|wcvp-2685951|IPNI|1|1|0|0|0
15020|Bunchosia diphylla|1|YES|1|TreeGOER|wfo-0000574586|wcvp-2685952|WCVP|1|1|0|0|0
15021|Bunchosia dwyeri|1|YES|1|TreeGOER|wfo-0000574589|wcvp-2685955|IPNI|1|1|0|0|0
15022|Bunchosia ekmanii|1|YES|1|TreeGOER|wfo-0000574591|wcvp-2685957|IPNI|1|1|0|0|0
15023|Bunchosia elliptica|1|YES|1|TreeGOER|wfo-0000574592|wcvp-2685958|IPNI|1|1|0|0|0
15024|Bunchosia glandulifera|10|YES|1|TreeGOER|wfo-0000574600|wcvp-2685965|IPNI|1|1|0|0|0
15025|Bunchosia glandulosa|7|YES|1|TreeGOER|wfo-0000574601|wcvp-2685966|IPNI|1|1|0|0|0
15026|Bunchosia gracilis|1|YES|1|Synthesis|wfo-0000574610|wcvp-2685975|IPNI|1|1|0|0|0
15027|Bunchosia grayumii|1|YES|1|TreeGOER|wfo-0000574613|wcvp-2685978|IPNI|1|1|0|0|0
15028|Bunchosia guatemalensis|2|YES|1|TreeGOER|wfo-0000574616|wcvp-2685980|IPNI|1|1|0|0|0
15029|Bunchosia haitiensis|1|YES|1|TreeGOER|wfo-0000574617|wcvp-2685982|IPNI|1|1|0|0|0
15030|Bunchosia hartwegiana|1|YES|1|TreeGOER|wfo-0000574618|wcvp-2685983|IPNI|1|1|0|0|0
15031|Bunchosia hookeriana|1|YES|1|TreeGOER|wfo-0000574621|wcvp-2685986|WCVP|2|1|0|0|0
15032|Bunchosia jamaicensis|1|YES|1|TreeGOER|wfo-0000574626|wcvp-2685990|WCVP|1|1|0|0|0
15033|Bunchosia lanieri|1|YES|1|TreeGOER|wfo-0000574630|wcvp-2685994|IPNI|1|1|0|0|0
15034|Bunchosia lindeniana|5|YES|1|TreeGOER|wfo-0000574635|wcvp-2685999|WCVP|4|1|0|0|0
15035|Bunchosia macilenta|1|YES|1|TreeGOER|wfo-0000574643|wcvp-2686004|IPNI|1|1|0|0|0
15036|Bunchosia macrophylla|1|YES|1|TreeGOER|wfo-0000574644|wcvp-2686005|IPNI|2|1|0|0|0
15037|Bunchosia maritima|1|YES|1|TreeGOER|wfo-0000574646|wcvp-2686007|IPNI|1|1|0|0|0
15038|Bunchosia mesoamericana|1|YES|1|TreeGOER|wfo-0000574654|wcvp-2686015|IPNI|1|1|0|0|0
15039|Bunchosia mollis|2|YES|1|TreeGOER|wfo-0000574656|wcvp-2686017|IPNI|1|1|0|1|0
15040|Bunchosia nitida|7|YES|1|TreeGOER|wfo-0000574662|wcvp-2686022|WCVP|4|2|0|0|0
15041|Bunchosia odorata|4|YES|1|TreeGOER|wfo-0000574667|wcvp-2686027|IPNI|3|1|0|1|0
15042|Bunchosia pallescens|1|YES|1|TreeGOER|wfo-0000574668|wcvp-2686028|IPNI|1|1|0|0|0
15043|Bunchosia palmeri|6|YES|1|TreeGOER|wfo-0000574669|wcvp-2686029|IPNI|3|1|0|0|0
15044|Bunchosia paraguariensis|1|YES|1|TreeGOER|wfo-0000574673|wcvp-2686032|IPNI|1|1|0|0|0
15045|Bunchosia pernambucana|1|NO||""|wfo-0000574676|wcvp-2686035|WCVP|1|1|0|0|0
15046|Bunchosia petraea|1|NO||""|wfo-0000574678|wcvp-2686037|WCVP|1|1|0|0|0
15047|Bunchosia plowmanii|1|YES|1|TreeGOER|wfo-0000574683|wcvp-2686041|IPNI|1|1|0|0|0
15048|Bunchosia polystachia|2|YES|1|TreeGOER|wfo-0000574684|wcvp-2686042|IPNI|2|1|0|0|0
15049|Bunchosia pseudonitida|1|YES|1|TreeGOER|wfo-0000574688|wcvp-2686046|IPNI|1|1|0|0|0
15050|Bunchosia sonorensis|1|YES|1|TreeGOER|wfo-0000574697|wcvp-2686054|IPNI|1|1|0|0|0
15051|Bunchosia strigosa|2|YES|1|TreeGOER|wfo-0000574701|wcvp-2686058|IPNI|1|1|0|0|0
15052|Bunchosia swartziana|5|YES|1|TreeGOER|wfo-0000574702|wcvp-2686059|IPNI|1|1|0|0|0
15053|Bunchosia ternata|1|YES|1|TreeGOER|wfo-0000574706|wcvp-2686062|IPNI|1|1|0|0|0
15054|Bunchosia thaumatothrix|1|NO||""|wfo-0000574707|wcvp-2686063|WCVP|0|1|0|0|0
15055|Bunchosia tuberculata|1|YES|1|TreeGOER|wfo-0000574708|wcvp-2686064|IPNI|1|1|0|0|0
15056|Bunchosia tutensis|1|YES|1|TreeGOER|wfo-0000574709|wcvp-2686065|IPNI|1|1|0|0|0
15057|Bunchosia ursana|1|YES|1|TreeGOER|wfo-0000574710|wcvp-2686066|IPNI|1|1|0|0|0
15058|Bunchosia veluticarpa|1|YES|1|TreeGOER|wfo-0000574711|wcvp-2686067|IPNI|1|1|0|0|0
15059|Bunchosia volcanica|1|YES|1|TreeGOER|wfo-0000574712|wcvp-2686068|IPNI|1|1|0|0|0
15060|Bungarimba kahayanensis|1|YES|1|TreeGOER|wfo-0000791943|wcvp-330516|IPNI|1|1|0|0|0
15061|Bungarimba papuana|1|YES|1|TreeGOER|wfo-0000791944|wcvp-330517|IPNI|1|1|0|0|0
15062|Bungarimba ridsdalei|1|YES|1|TreeGOER|wfo-0000791945|wcvp-330518|IPNI|1|1|0|0|0
15063|Bungarimba sessiliflora|1|YES|1|TreeGOER|wfo-0000791946|wcvp-330519|IPNI|0|1|0|0|0
15064|Bunias erucago|7|NO||""|wfo-0000574733|wcvp-2686089|IPNI|2|1|0|0|0
15065|Bunias orientalis|10|NO||""|wfo-0000574739|wcvp-2686094|IPNI|4|1|0|0|0
15066|Bunium alpinum|4|NO||""|wfo-0000574771|wcvp-2686126|IPNI|0|1|0|0|0
15067|Bunium bulbocastanum|12|NO||""|wfo-0000574803|wcvp-2686156|IPNI|5|1|0|0|0
15068|Bunium chabertii|2|NO||""|wfo-0000574824|wcvp-2686177|IPNI|0|1|0|0|0
15069|Bunium ferulaceum|5|NO||""|wfo-0000574867|wcvp-2686218|IPNI|5|1|0|0|0
15070|Bunium macuca|1|NO||""|wfo-0000574904|wcvp-2686251|IPNI|1|1|0|0|0
15071|Buphthalmum salicifolium|2|NO||""|wfo-0000082220|wcvp-3113810|IPNI|7|1|0|0|0
15072|Bupleurum affine|1|NO||""|wfo-0000575011|wcvp-2686351|IPNI|3|1|0|0|0
15073|Bupleurum americanum|1|NO||""|wfo-0000575032|wcvp-2686372|WCVP|1|1|0|0|0
15074|Bupleurum angustissimum|2|NO||""|wfo-0000575046|wcvp-2686385|IPNI|0|1|0|0|0
15075|Bupleurum aureum|3|NO||""|wfo-0000575085|wcvp-2686422|IPNI|1|1|0|0|0
15076|Bupleurum baldense|3|NO||""|wfo-0000575096|wcvp-2686433|IPNI|6|1|0|2|0
15077|Bupleurum bicaule|2|NO||""|wfo-0000575109|wcvp-2686446|IPNI|2|1|0|0|0
15078|Bupleurum boissieuanum|1|NO||""|wfo-0000575116|wcvp-2686452|IPNI|0|1|0|0|0
15079|Bupleurum candollei|3|NO||""|wfo-0000575134|wcvp-2686469|IPNI|3|1|0|1|0
15080|Bupleurum chaishoui|2|NO||""|wfo-0000575150|wcvp-2686486|IPNI|0|1|0|0|0
15081|Bupleurum chinense|8|NO||""|wfo-0000575152|wcvp-2686488|IPNI|2|1|0|1|0
15082|Bupleurum commelynoideum|2|NO||""|wfo-0000575170|wcvp-2686503|IPNI|0|1|0|0|0
15083|Bupleurum croceum|3|NO||""|wfo-0000575191|wcvp-2686524|IPNI|2|1|0|0|0
15084|Bupleurum dalhousieanum|2|NO||""|wfo-0000575195|wcvp-2686529|IPNI|0|1|0|0|0
15085|Bupleurum densiflorum|2|NO||""|wfo-0000575199|wcvp-2686532|IPNI|0|1|0|0|0
15086|Bupleurum dielsianum|2|NO||""|wfo-0000575205|wcvp-2686538|IPNI|0|1|0|0|0
15087|Bupleurum falcatum|9|NO||""|wfo-0000575240|wcvp-2686570|IPNI|8|1|0|0|0
15088|Bupleurum fruticescens|2|NO||""|wfo-0000575340|wcvp-2686678|IPNI|2|1|0|0|0
15089|Bupleurum fruticosum|7|NO||""|wfo-0001067668|wcvp-2686685|IPNI|3|1|0|0|0
15090|Bupleurum gerardi|3|NO||""|wfo-0000575349|wcvp-2686688|IPNI|4|1|0|0|0
15091|Bupleurum gibraltaricum|1|NO||""|wfo-0001068441|wcvp-2686713|IPNI|1|1|0|0|0
15092|Bupleurum glumaceum|1|NO||""|wfo-0000575380|wcvp-2686720|IPNI|1|1|0|0|0
15093|Bupleurum gracillimum|1|NO||""|wfo-0000575393|wcvp-2686735|IPNI|1|1|0|0|0
15094|Bupleurum hamiltonii|2|NO||""|wfo-0000575407|wcvp-2686748|IPNI|1|1|0|0|0
15095|Bupleurum jucundum|2|NO||""|wfo-0000575435|wcvp-2686774|IPNI|1|1|0|0|0
15096|Bupleurum kaoi|2|NO||""|wfo-0000575457|wcvp-2686794|IPNI|0|1|0|0|0
15097|Bupleurum komarovianum|3|NO||""|wfo-0000575469|wcvp-2686805|IPNI|0|1|0|0|0
15098|Bupleurum krylovianum|2|NO||""|wfo-0000575472|wcvp-2686808|IPNI|1|1|0|0|0
15099|Bupleurum kunmingense|2|NO||""|wfo-0000575473|wcvp-2686809|IPNI|0|1|0|0|0
15100|Bupleurum lanceolatum|1|NO||""|wfo-0000575481|wcvp-2686817|IPNI|1|1|0|0|0
15101|Bupleurum lancifolium|4|NO||""|wfo-0000575482|wcvp-2686818|IPNI|3|1|0|0|0
15102|Bupleurum longicaule|2|NO||""|wfo-0000575507|wcvp-2686841|IPNI|1|1|0|0|0
15103|Bupleurum longifolium|5|NO||""|wfo-0000575519|wcvp-2686853|IPNI|7|1|0|0|0
15104|Bupleurum longiradiatum|3|NO||""|wfo-0000575536|wcvp-2686877|IPNI|3|1|0|0|0
15105|Bupleurum luxiense|2|NO||""|wfo-0000575543|wcvp-2686884|IPNI|0|1|0|0|0
15106|Bupleurum malconense|2|NO||""|wfo-0000575547|wcvp-2686888|IPNI|0|1|0|0|0
15107|Bupleurum marginatum|3|NO||""|wfo-0000575550|wcvp-2686890|IPNI|2|1|0|0|0
15108|Bupleurum microcephalum|2|NO||""|wfo-0000575559|wcvp-2686899|IPNI|1|1|0|0|0
15109|Bupleurum multinerve|4|NO||""|wfo-0000575572|wcvp-2686911|IPNI|2|1|0|0|0
15110|Bupleurum mundtii|1|NO||""|wfo-0000575577|wcvp-2686916|IPNI|2|1|0|0|0
15111|Bupleurum odontites|4|NO||""|wfo-0000575605|wcvp-2686942|IPNI|5|1|0|0|0
15112|Bupleurum petiolulatum|2|NO||""|wfo-0000575650|wcvp-2686986|IPNI|0|1|0|0|0
15113|Bupleurum polyclonum|2|NO||""|wfo-0000575670|wcvp-2687007|IPNI|0|1|0|0|0
15114|Bupleurum praealtum|3|NO||""|wfo-0000575676|wcvp-2687012|IPNI|4|1|0|0|0
15115|Bupleurum ramosissimum|1|NO||""|wfo-0000575703|wcvp-2687038|IPNI|0|1|0|0|0
15116|Bupleurum ranunculoides|3|NO||""|wfo-0000575711|wcvp-2687045|IPNI|3|1|0|0|0
15117|Bupleurum rockii|2|NO||""|wfo-0000575768|wcvp-2687108|IPNI|0|1|0|0|0
15118|Bupleurum rotundifolium|11|NO||""|wfo-0000575774|wcvp-2687113|IPNI|3|1|0|1|0
15119|Bupleurum salicifolium|1|NO||""|wfo-0000575785|wcvp-2687124|IPNI|2|1|0|0|0
15120|Bupleurum scorzonerifolium|5|NO||""|wfo-0000575797|wcvp-2687135|IPNI|3|1|0|0|0
15121|Bupleurum semicompositum|1|NO||""|wfo-0000575804|wcvp-2687141|IPNI|3|1|0|1|0
15122|Bupleurum setaceum|1|NO||""|wfo-0000575820|wcvp-2687157|IPNI|0|1|0|0|0
15123|Bupleurum sibiricum|2|NO||""|wfo-0000575822|wcvp-2687159|IPNI|1|1|0|0|0
15124|Bupleurum smithii|1|NO||""|wfo-0000575834|wcvp-2687170|IPNI|2|1|0|0|0
15125|Bupleurum subovatum|1|NO||""|wfo-0000575854|wcvp-2687195|IPNI|4|1|0|0|0
15126|Bupleurum tenuissimum|1|NO||""|wfo-0000575882|wcvp-2687223|IPNI|6|1|0|0|0
15127|Bupleurum thianschanicum|2|NO||""|wfo-0000575903|wcvp-2687244|IPNI|0|1|0|0|0
15128|Bupleurum triradiatum|2|NO||""|wfo-0000575918|wcvp-2687259|IPNI|1|1|0|0|0
15129|Bupleurum wenchuanense|2|NO||""|wfo-0000575940|wcvp-2687279|IPNI|0|1|0|0|0
15130|Bupleurum yinchowense|2|NO||""|wfo-0000575949|wcvp-2687287|IPNI|0|1|0|0|0
15131|Bupleurum yunnanense|2|NO||""|wfo-0000575951|wcvp-2687289|IPNI|0|1|0|0|0
15132|Burasaia australis|3|YES|1|TreeGOER|wfo-0000575966|wcvp-2687303|IPNI|1|1|0|0|0
15133|Burasaia congesta|1|NO||""|wfo-0000575967|wcvp-2687304|IPNI|1|1|0|0|0
15134|Burasaia gracilis|3|YES|1|TreeGOER|wfo-0000575968|wcvp-2687305|IPNI|1|1|0|0|0
15135|Burasaia madagascariensis|6|YES|1|TreeGOER|wfo-0000575970|wcvp-2687307|IPNI|3|1|0|0|0
15136|Burchardia umbellata|3|NO||""|wfo-0000762544|wcvp-301503|IPNI|5|1|0|0|0
15137|Burchellia bubalina|6|YES|1|TreeGOER|wfo-0000682147|wcvp-28037|IPNI|4|1|0|0|0
15138|Burckella banikiensis|1|YES|1|Synthesis|wfo-0000682689|wcvp-28045|IPNI|1|1|0|0|0
15139|Burckella erythrophylla|3|YES|1|GlobUNT|wfo-0000683081|wcvp-28049|IPNI|1|1|0|0|0
15140|Burckella fijiensis|3|YES|1|Synthesis|wfo-0000683189|wcvp-28050|IPNI|2|1|0|0|0
15141|Burckella macropoda|7|YES|1|TreeGOER|wfo-0000683676|wcvp-28055|IPNI|2|1|0|0|0
15142|Burckella magusum|1|YES|1|TreeGOER|wfo-0000683871|wcvp-28057|IPNI|1|1|0|0|0
15143|Burckella obovata|9|YES|1|TreeGOER|wfo-0000684290|wcvp-28061|IPNI|1|1|0|0|0
15144|Burckella parvifolia|2|YES|1|Synthesis|wfo-0000684595|wcvp-28065|IPNI|1|1|0|0|0
15145|Burckella polymera|5|YES|1|TreeGOER|wfo-0000684699|wcvp-28066|IPNI|1|1|0|0|0
15146|Burckella poolei|5|YES|1|TreeGOER|wfo-0000684801|wcvp-28067|IPNI|1|1|0|0|0
15147|Burckella richii|3|YES|1|TreeGOER|wfo-0000684909|wcvp-28068|IPNI|1|1|0|0|0
15148|Burckella sorei|3|YES|1|Synthesis|wfo-0000685015|wcvp-28069|IPNI|1|1|0|0|0
15149|Burckella thurstonii|1|YES|1|Synthesis|wfo-0000685120|wcvp-28070|IPNI|1|1|0|0|0
15150|Burdachia duckei|2|YES|1|TreeGOER|wfo-0000575974|wcvp-2687315|IPNI|1|1|0|0|0
